,name,ratings,dog_stage,retweet_count,favorite_count,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
805487436403003392,Sansa,12/10,Unknown dog stage,2929,9773,shield,58.78,False,barrel,9.02,False,sundial,6.92,False
805520635690676224,Zeke,13/10,Unknown dog stage,1905,6368,malinois,64.31,True,German_shepherd,18.66,True,Border_terrier,10.93,True
805826884734976000,Duke,12/10,Unknown dog stage,2132,7335,Siberian_husky,24.89,True,American_Staffordshire_terrier,9.83,True,Eskimo_dog,8.02,True
805932879469572096,Major,12/10,Unknown dog stage,2209,9178,Norwegian_elkhound,65.8,True,keeshond,31.91,True,Leonberg,0.79,True
806219024703037440,incredibly,11/10,Unknown dog stage,1388,7145,chow,83.51,True,Pomeranian,4.08,True,Eskimo_dog,2.13,True
806542213899489280,Waffles,11/10,Unknown dog stage,2752,11363,vizsla,93.86,True,Brittany_spaniel,3.67,True,Chesapeake_Bay_retriever,0.4,True
806629075125202948,None,13/10,Unknown dog stage,37911,75639,Arabian_camel,36.62,False,house_finch,20.99,False,cocker_spaniel,4.64,True
807010152071229440,Lennon,12/10,Unknown dog stage,4418,14514,golden_retriever,61.08,True,Irish_setter,21.36,True,Welsh_springer_spaniel,3.19,True
807106840509214720,Stephan,13/10,Unknown dog stage,56625,107015,Chihuahua,50.54,True,Pomeranian,12.04,True,toy_terrier,7.7,True
807621403335917568,Ollie,14/10,pupper,4288,16236,golden_retriever,87.32,True,cocker_spaniel,3.37,True,chow,2.04,True
808001312164028416,Cooper,12/10,Unknown dog stage,4098,14015,Labrador_retriever,73.1,True,Staffordshire_bullterrier,13.07,True,American_Staffordshire_terrier,2.89,True
808106460588765185,None,12/10,doggo,2525,9701,golden_retriever,42.62,True,Labrador_retriever,25.74,True,Great_Pyrenees,12.65,True
808106460588765185,None,12/10,pupper,2525,9701,golden_retriever,42.62,True,Labrador_retriever,25.74,True,Great_Pyrenees,12.65,True
808501579447930884,Koda,12/10,Unknown dog stage,3007,12595,Airedale,45.42,True,cocker_spaniel,21.93,True,Irish_terrier,9.32,True
808733504066486276,None,12/10,pupper,2509,8784,seat_belt,77.91,False,toy_poodle,3.69,True,golden_retriever,1.7,True
808838249661788160,Ito,13/10,Unknown dog stage,3536,11271,Rottweiler,36.95,True,miniature_pinscher,19.49,True,kelpie,16.01,True
809084759137812480,Wallace,11/10,Unknown dog stage,4046,14685,vizsla,91.14,True,bloodhound,1.71,True,Labrador_retriever,1.18,True
809220051211603969,Kyro,12/10,Unknown dog stage,6554,22246,Pomeranian,81.95,True,Samoyed,14.12,True,Pembroke,1.35,True
809448704142938112,None,12/10,Unknown dog stage,1696,7727,Greater_Swiss_Mountain_dog,37.54,True,Cardigan,13.43,True,English_springer,7.37,True
809920764300447744,None,10/10,Unknown dog stage,4521,17250,Norwich_terrier,39.72,True,toy_poodle,27.45,True,miniature_poodle,13.47,True
810254108431155201,Gus,12/10,Unknown dog stage,3901,16380,Staffordshire_bullterrier,29.26,True,American_Staffordshire_terrier,26.12,True,Border_terrier,6.24,True
810284430598270976,Phil,13/10,Unknown dog stage,13369,39640,malamute,62.08,True,Eskimo_dog,15.84,True,Tibetan_mastiff,2.9,True
810657578271330305,Pavlov,11/10,Unknown dog stage,3057,12192,malamute,75.35,True,Siberian_husky,16.62,True,Eskimo_dog,6.98,True
810896069567610880,Hunter,11/10,Unknown dog stage,2090,10093,flat-coated_retriever,82.08,True,Labrador_retriever,8.23,True,curly-coated_retriever,6.75,True
811386762094317568,Craig,11/10,pupper,7444,23302,Pembroke,80.42,True,Cardigan,18.99,True,beagle,0.2,True
811627233043480576,Augie,10/10,Unknown dog stage,3650,14265,beagle,39.63,True,Pembroke,4.96,True,wire-haired_fox_terrier,4.63,True
811744202451197953,Halo,13/10,Unknown dog stage,1884,8429,Pekinese,38.61,True,Labrador_retriever,20.29,True,golden_retriever,17.05,True
811985624773361665,Ted,11/10,Unknown dog stage,1647,8102,Staffordshire_bullterrier,61.06,True,French_bulldog,15.99,True,doormat,5.87,False
812372279581671427,Moe,13/10,Unknown dog stage,4252,15224,golden_retriever,78.49,True,cocker_spaniel,8.78,True,Labrador_retriever,8.33,True
812466873996607488,Mary,12/10,Unknown dog stage,2231,8900,bath_towel,9.98,False,pillow,9.23,False,Great_Dane,7.82,True
812503143955202048,None,13/10,Unknown dog stage,1424,6787,loupe,54.69,False,web_site,34.53,False,bubble,1.05,False
812709060537683968,Brandi,12/10,Unknown dog stage,1665,7373,Irish_setter,32.69,True,golden_retriever,18.26,True,Leonberg,15.69,True
812781120811126785,Swagger,10/10,Unknown dog stage,2191,8380,bull_mastiff,98.93,True,boxer,0.7,True,French_bulldog,0.17,True
813051746834595840,Bauer,13/10,Unknown dog stage,8503,23337,golden_retriever,91.48,True,Labrador_retriever,8.36,True,kuvasz,0.05,True
813066809284972545,Tyr,12/10,Unknown dog stage,2276,8865,toy_terrier,77.64,True,Pembroke,11.5,True,basenji,4.89,True
813081950185472002,Baron,11/10,Unknown dog stage,3220,10989,Doberman,91.0,True,kelpie,4.26,True,miniature_pinscher,2.3,True
813096984823349248,Rocky,11/10,doggo,4207,11694,Great_Dane,12.81,True,Boston_bull,11.7,True,kelpie,8.7,True
813112105746448384,Toby,12/10,Unknown dog stage,3225,11515,dingo,28.74,False,Pembroke,14.07,True,basenji,9.08,True
813127251579564032,None,11/10,doggo,3652,13242,Norwegian_elkhound,43.24,True,whippet,37.42,True,Siberian_husky,3.25,True
813142292504645637,None,13/10,Unknown dog stage,2728,9361,beagle,84.87,True,Ibizan_hound,4.46,True,Italian_greyhound,1.86,True
813157409116065792,Layla,12/10,Unknown dog stage,2557,8588,Siamese_cat,84.39,False,Pembroke,7.06,True,Cardigan,4.19,True
813172488309972993,Eleanor,12/10,Unknown dog stage,2236,10384,doormat,95.48,False,golden_retriever,2.62,True,cocker_spaniel,0.44,True
813187593374461952,None,13/10,Unknown dog stage,5096,22085,golden_retriever,88.82,True,Labrador_retriever,4.23,True,Saluki,0.97,True
813202720496779264,None,11/10,doggo,2090,10192,cocker_spaniel,70.19,True,golden_retriever,12.03,True,Labrador_retriever,3.63,True
813217897535406080,Atlas,13/10,Unknown dog stage,8476,20783,Samoyed,90.6,True,Pomeranian,4.8,True,West_Highland_white_terrier,3.57,True
813800681631023104,Sky,12/10,Unknown dog stage,2060,9300,malamute,50.12,True,Siberian_husky,22.88,True,Eskimo_dog,20.04,True
813812741911748608,Gary,14/10,Unknown dog stage,16267,40402,French_bulldog,70.91,True,Boston_bull,24.76,True,boxer,1.89,True
813910438903693312,Chubbs,11/10,doggo,2194,10342,Siberian_husky,69.94,True,Eskimo_dog,25.64,True,Norwegian_elkhound,1.32,True
814153002265309185,Oshie,12/10,Unknown dog stage,10080,32000,golden_retriever,49.01,True,Labrador_retriever,29.2,True,chow,7.25,True
814530161257443328,Alf,12/10,Unknown dog stage,2156,9629,miniature_poodle,62.69,True,toy_poodle,26.56,True,soft-coated_wheaten_terrier,4.16,True
814638523311648768,Olivia,12/10,Unknown dog stage,3130,12511,golden_retriever,65.08,True,kuvasz,5.33,True,cocker_spaniel,3.54,True
814986499976527872,Cooper,11/10,pupper,1505,8485,dalmatian,99.98,True,boxer,0.01,True,American_Staffordshire_terrier,0.0,True
815390420867969024,None,13/10,Unknown dog stage,4407,11467,restaurant,27.98,False,toyshop,9.14,False,paper_towel,4.61,False
815639385530101762,Titan,12/10,Unknown dog stage,1918,9161,German_shepherd,81.8,True,Norwegian_elkhound,14.0,True,malinois,2.48,True
815736392542261248,Akumi,11/10,Unknown dog stage,2625,10937,Border_collie,54.89,True,Cardigan,17.85,True,collie,14.64,True
815966073409433600,None,13/10,pupper,9907,25057,Tibetan_mastiff,50.63,True,Tibetan_terrier,29.57,True,otterhound,3.63,True
815990720817401858,Jack,11/10,Unknown dog stage,1207,5545,Chihuahua,42.88,True,miniature_pinscher,10.39,True,Staffordshire_bullterrier,8.9,True
816091915477250048,Comet,12/10,Unknown dog stage,2500,9927,Pomeranian,96.73,True,Samoyed,0.74,True,papillon,0.6,True
816336735214911488,Dudley,11/10,Unknown dog stage,2269,9564,Labrador_retriever,91.93,True,kuvasz,4.95,True,golden_retriever,1.19,True
816450570814898180,Moose,13/10,Unknown dog stage,9366,33961,web_site,35.29,False,envelope,6.01,False,nail,3.13,False
816697700272001025,Binky,12/10,Unknown dog stage,2545,10905,Chihuahua,75.7,True,Pomeranian,5.28,True,Maltese_dog,4.76,True
816816676327063552,Timber,12/10,Unknown dog stage,2361,11071,malamute,66.82,True,Pembroke,10.5,True,Siberian_husky,7.79,True
817056546584727552,Chloe,11/10,Unknown dog stage,1927,9517,kelpie,86.44,True,French_bulldog,9.75,True,German_shepherd,0.85,True
817120970343411712,None,13/10,Unknown dog stage,3011,13367,Saluki,56.88,True,Afghan_hound,22.94,True,golden_retriever,15.71,True
817171292965273600,Tebow,13/10,Unknown dog stage,2326,9690,golden_retriever,29.55,True,Irish_setter,14.44,True,Chesapeake_Bay_retriever,7.79,True
817415592588222464,Strudel,11/10,Unknown dog stage,1131,6267,Doberman,80.62,True,black-and-tan_coonhound,9.74,True,miniature_pinscher,8.6,True
817423860136083457,Ken,13/10,Unknown dog stage,17504,38260,ice_bear,33.62,False,Samoyed,20.14,True,Eskimo_dog,18.68,True
817536400337801217,Eugene,12/10,Unknown dog stage,3505,13105,pug,97.14,True,French_bulldog,2.85,True,Boston_bull,0.01,True
817777686764523521,Dido,13/10,doggo,3084,11901,curly-coated_retriever,73.33,True,flat-coated_retriever,21.41,True,Irish_water_spaniel,2.98,True
817777686764523521,Dido,13/10,pupper,3084,11901,curly-coated_retriever,73.33,True,flat-coated_retriever,21.41,True,Irish_water_spaniel,2.98,True
817827839487737858,Buddy,13/10,Unknown dog stage,31314,57622,cocker_spaniel,38.76,True,golden_retriever,26.48,True,Pekinese,12.21,True
818145370475810820,Autumn,11/10,Unknown dog stage,3014,13671,golden_retriever,62.19,True,Labrador_retriever,36.5,True,redbone,0.4,True
818259473185828864,Florence,12/10,Unknown dog stage,2621,12197,miniature_schnauzer,36.74,True,toy_poodle,11.25,True,standard_schnauzer,9.54,True
818536468981415936,Tom,11/10,Unknown dog stage,2873,12127,swing,99.94,False,Welsh_springer_spaniel,0.01,True,bow,0.0,False
818614493328580609,Bear,12/10,Unknown dog stage,2982,10971,Chihuahua,45.07,True,Border_terrier,20.42,True,beagle,9.28,True
818627210458333184,Wafer,13/10,Unknown dog stage,8564,24597,Labrador_retriever,38.42,True,beagle,25.59,True,grocery_store,7.98,False
819004803107983360,Bo,14/10,doggo,42228,95450,standard_poodle,35.13,True,toy_poodle,27.19,True,Tibetan_terrier,9.48,True
819006400881917954,Sunny,14/10,doggo,21794,49960,prison,90.71,False,palace,2.01,False,umbrella,0.78,False
819227688460238848,Finn,12/10,Unknown dog stage,7733,25652,Border_terrier,48.25,True,German_shepherd,18.11,True,Norwegian_elkhound,6.53,True
819347104292290561,Anna,12/10,Unknown dog stage,1383,8008,Rottweiler,90.91,True,black-and-tan_coonhound,4.41,True,Doberman,3.18,True
819588359383371776,Jazzy,13/10,Unknown dog stage,2271,10606,Cardigan,54.79,True,basenji,11.64,True,Shetland_sheepdog,10.17,True
819711362133872643,Howie,11/10,Unknown dog stage,3604,14916,acorn_squash,84.87,False,toilet_seat,4.43,False,toy_poodle,2.2,True
819924195358416896,None,11/10,doggo,5607,14305,bathtub,10.09,False,shower_curtain,9.19,False,tub,4.92,False
819952236453363712,Oliver,13/10,puppo,1369,5927,American_Staffordshire_terrier,92.55,True,Staffordshire_bullterrier,3.62,True,Italian_greyhound,2.04,True
820078625395449857,None,12/10,Unknown dog stage,7246,21979,school_bus,99.98,False,cab,0.02,False,crane,0.0,False
820314633777061888,None,14/10,Unknown dog stage,648,3706,Gordon_setter,94.07,True,black-and-tan_coonhound,4.2,True,Rottweiler,0.94,True
820749716845686786,Sunny,13/10,Unknown dog stage,11525,34984,golden_retriever,83.8,True,Pekinese,5.67,True,Labrador_retriever,2.39,True
821044531881721856,Flash,12/10,Unknown dog stage,2636,14021,Old_English_sheepdog,14.8,True,Airedale,13.35,True,Tibetan_mastiff,12.09,True
821107785811234820,None,11/10,doggo,2487,10645,Pomeranian,85.66,True,papillon,3.85,True,Yorkshire_terrier,3.31,True
821149554670182400,Luca,12/10,Unknown dog stage,2320,9718,German_shepherd,51.59,True,malinois,20.37,True,Irish_setter,9.11,True
821407182352777218,Sundance,14/10,doggo,5053,13075,Irish_setter,50.55,True,vizsla,16.87,True,Chesapeake_Bay_retriever,11.13,True
821522889702862852,Harlso,13/10,Unknown dog stage,2030,8871,Doberman,76.35,True,black-and-tan_coonhound,13.66,True,miniature_pinscher,8.77,True
821765923262631936,Duchess,13/10,doggo,1899,9317,golden_retriever,98.01,True,Labrador_retriever,0.88,True,Saluki,0.18,True
821886076407029760,Jimison,13/10,Unknown dog stage,2692,12582,golden_retriever,26.62,True,cocker_spaniel,22.33,True,Irish_setter,15.16,True
822244816520155136,None,11/10,Unknown dog stage,11421,38832,Samoyed,58.54,True,Pomeranian,19.37,True,Arctic_fox,7.16,False
822462944365645825,Gabe,14/10,pupper,17209,31800,Pomeranian,96.02,True,Samoyed,2.31,True,Maltese_dog,0.89,True
822489057087389700,Paisley,13/10,Unknown dog stage,7390,20083,Samoyed,41.68,True,malamute,25.27,True,kuvasz,15.7,True
822610361945911296,None,12/10,Unknown dog stage,3423,16327,cocker_spaniel,66.45,True,Norfolk_terrier,7.51,True,Norwich_terrier,5.96,True
822859134160621569,Hobbes,12/10,Unknown dog stage,2622,14576,malinois,33.29,True,Chihuahua,10.41,True,Staffordshire_bullterrier,4.77,True
822872901745569793,None,13/10,puppo,48265,132810,Lakeland_terrier,19.6,True,Labrador_retriever,16.03,True,Irish_terrier,6.91,True
822975315408461824,Albus,12/10,Unknown dog stage,3958,19139,bathtub,33.11,False,tub,24.89,False,Pembroke,23.32,True
823322678127919110,Wyatt,11/10,Unknown dog stage,4637,17437,cowboy_boot,99.03,False,Chihuahua,0.18,True,papillon,0.13,True
823581115634085888,Crawford,11/10,Unknown dog stage,3031,14376,dingo,28.09,False,German_shepherd,19.4,True,Pembroke,12.01,True
823699002998870016,Winston,12/10,Unknown dog stage,2772,13826,cairn,20.4,True,snorkel,17.19,False,Norfolk_terrier,10.75,True
823939628516474880,Cash,12/10,Unknown dog stage,3123,11755,schipperke,23.41,True,curly-coated_retriever,19.31,True,Labrador_retriever,9.52,True
824297048279236611,Nala,11/10,Unknown dog stage,4463,16625,teddy,58.82,False,jigsaw_puzzle,2.89,False,doormat,2.23,False
824325613288833024,None,13/10,pupper,11848,12999,Pembroke,99.08,True,Cardigan,0.89,True,basenji,0.03,True
824663926340194305,Wilson,13/10,Unknown dog stage,1993,11113,English_setter,52.65,True,golden_retriever,40.28,True,Irish_setter,3.44,True
824775126675836928,Scooter,12/10,Unknown dog stage,4069,16508,Border_terrier,61.05,True,malinois,9.03,True,Airedale,6.86,True
825026590719483904,Pablo,12/10,puppo,1483,7020,Eskimo_dog,52.45,True,Siberian_husky,46.77,True,malamute,0.5,True
825147591692263424,Sweet,13/10,Unknown dog stage,5244,20181,Pekinese,35.48,True,Pomeranian,24.54,True,toy_poodle,13.65,True
825535076884762624,None,14/10,puppo,19669,56413,Rottweiler,68.15,True,Tibetan_mastiff,14.79,True,black-and-tan_coonhound,2.45,True
825829644528148480,Toby,12/10,Unknown dog stage,2848,14025,Great_Pyrenees,85.34,True,golden_retriever,5.35,True,English_setter,4.58,True
825876512159186944,Mo,11/10,Unknown dog stage,2146,11525,shopping_cart,99.59,False,shopping_basket,0.41,False,mousetrap,0.0,False
826115272272650244,Ike,13/10,Unknown dog stage,3599,17299,tennis_ball,99.71,False,golden_retriever,0.23,True,kuvasz,0.03,True
826204788643753985,None,13/10,doggo,1075,5361,Labrador_retriever,78.21,True,golden_retriever,15.66,True,soft-coated_wheaten_terrier,0.73,True
826240494070030336,None,11/10,Unknown dog stage,2965,14614,French_bulldog,90.3,True,pug,9.62,True,Boston_bull,0.02,True
826476773533745153,Pilot,12/10,doggo,4821,20275,German_shepherd,74.19,True,Tibetan_mastiff,12.28,True,kelpie,10.05,True
826598365270007810,Pawnd,13/10,Unknown dog stage,2709,11117,French_bulldog,62.81,True,Siamese_cat,11.74,False,cougar,8.28,False
826848821049180160,Cupid,13/10,doggo,11878,40325,Great_Pyrenees,85.88,True,golden_retriever,2.35,True,Pekinese,1.71,True
826958653328592898,Loki,12/10,doggo,5757,23767,golden_retriever,61.74,True,Labrador_retriever,33.71,True,tennis_ball,0.86,False
827199976799354881,Charlie,13/10,Unknown dog stage,2579,11659,Great_Dane,86.97,True,American_Staffordshire_terrier,2.67,True,boxer,1.99,True
827324948884643840,Ralphie,12/10,Unknown dog stage,3510,17523,golden_retriever,35.25,True,toy_poodle,17.89,True,Labrador_retriever,8.42,True
827600520311402496,Tucker,13/10,Unknown dog stage,1082,8143,Pembroke,32.56,True,golden_retriever,31.72,True,Labrador_retriever,11.61,True
827653905312006145,Boots,12/10,Unknown dog stage,3433,16983,collie,28.56,True,Border_collie,21.73,True,Saint_Bernard,14.32,True
827933404142436356,Kona,12/10,pupper,5987,22180,German_shepherd,80.61,True,Tibetan_mastiff,10.48,True,kelpie,3.81,True
828011680017821696,Brutus,11/10,Unknown dog stage,2451,11411,American_Staffordshire_terrier,93.67,True,Staffordshire_bullterrier,3.3,True,bull_mastiff,1.72,True
828046555563323392,Sailer,13/10,Unknown dog stage,3260,12923,patio,27.3,False,window_screen,13.13,False,boathouse,4.64,False
828372645993398273,Alexander,12/10,Unknown dog stage,3344,13756,malamute,66.3,True,Eskimo_dog,20.78,True,Tibetan_mastiff,4.09,True
828376505180889089,Beebop,13/10,Unknown dog stage,1216,8112,American_Staffordshire_terrier,52.31,True,Staffordshire_bullterrier,18.62,True,Chihuahua,4.21,True
828381636999917570,Doobert,14/10,doggo,2554,13864,Bedlington_terrier,39.25,True,Labrador_retriever,8.9,True,clumber,8.18,True
828408677031882754,Bear,12/10,Unknown dog stage,1477,8398,Weimaraner,13.3,True,Chesapeake_Bay_retriever,9.22,True,American_Staffordshire_terrier,6.51,True
828409743546925057,Mutt,12/10,Unknown dog stage,1305,6898,teddy,90.85,False,toy_poodle,1.8,True,standard_poodle,1.27,True
828650029636317184,one,14/10,Unknown dog stage,1544,10467,golden_retriever,64.92,True,Chesapeake_Bay_retriever,19.86,True,vizsla,5.62,True
828708714936930305,Fiona,10/10,Unknown dog stage,12882,40241,hippopotamus,94.29,False,Mexican_hairless,0.84,True,ice_lolly,0.62,False
828770345708580865,Alfie,13/10,Unknown dog stage,6746,28085,seat_belt,76.6,False,Chesapeake_Bay_retriever,3.39,True,polecat,2.73,False
829011960981237760,Dexter,13/10,Unknown dog stage,18627,58302,boxer,31.22,True,dalmatian,24.4,True,conch,13.03,False
829141528400556032,Malcolm,12/10,Unknown dog stage,8530,26952,golden_retriever,57.31,True,cocker_spaniel,11.12,True,gibbon,9.41,False
829374341691346946,Astrid,13/10,doggo,10706,38074,Staffordshire_bullterrier,75.75,True,American_Staffordshire_terrier,15.0,True,Chesapeake_Bay_retriever,4.75,True
829449946868879360,None,11/10,doggo,2329,11519,Labrador_retriever,31.52,True,golden_retriever,15.32,True,Pekinese,13.28,True
829501995190984704,Leo,12/10,Unknown dog stage,12224,34913,French_bulldog,95.09,True,Pekinese,1.52,True,pug,1.11,True
829861396166877184,Mia,12/10,Unknown dog stage,2243,13441,Border_terrier,39.45,True,Staffordshire_bullterrier,37.66,True,American_Staffordshire_terrier,3.13,True
830097400375152640,Samson,13/10,Unknown dog stage,3455,10804,toy_poodle,44.27,True,Pomeranian,14.21,True,Pekinese,12.57,True
830583320585068544,Lilly,13/10,Unknown dog stage,19297,73397,Labrador_retriever,90.87,True,seat_belt,5.71,False,pug,1.19,True
830956169170665475,Reggie,12/10,Unknown dog stage,1735,8735,kuvasz,45.15,True,golden_retriever,31.72,True,English_setter,13.28,True
831262627380748289,Tucker,12/10,Unknown dog stage,2350,13066,cocker_spaniel,26.33,True,Brittany_spaniel,20.06,True,doormat,19.34,False
831309418084069378,Scooter,12/10,Unknown dog stage,2786,12819,Doberman,36.94,True,kelpie,13.24,True,Labrador_retriever,7.47,True
831315979191906304,None,13/10,pupper,1264,7117,briard,98.28,True,soft-coated_wheaten_terrier,0.91,True,Bouvier_des_Flandres,0.47,True
831322785565769729,Pete,12/10,doggo,1744,10042,Old_English_sheepdog,99.97,True,Tibetan_terrier,0.0,True,guinea_pig,0.0,False
831552930092285952,Dutch,13/10,Unknown dog stage,2632,9872,Chihuahua,25.74,True,Pembroke,16.14,True,French_bulldog,9.21,True
831650051525054464,None,13/10,Unknown dog stage,2243,7908,Eskimo_dog,53.04,True,Siberian_husky,18.03,True,Norwegian_elkhound,10.43,True
831670449226514432,Daisy,13/10,Unknown dog stage,2059,11469,Pembroke,62.48,True,Cardigan,36.29,True,Appenzeller,0.39,True
831911600680497154,Kuyu,14/10,Unknown dog stage,7458,30380,bloodhound,77.76,True,Great_Dane,4.74,True,Leonberg,1.79,True
831939777352105988,Emanuel,12/10,doggo,7031,26404,Pomeranian,15.39,True,marmot,9.12,False,grey_fox,9.06,False
832032802820481025,Miguel,12/10,doggo,4746,13887,whippet,60.17,True,Ibizan_hound,15.27,True,Italian_greyhound,13.51,True
832273440279240704,Smiley,14/10,doggo,2673,12385,Pembroke,13.41,True,ice_bear,5.19,False,pug,4.43,True
832369877331693569,Charlie,11/10,Unknown dog stage,3652,18792,kelpie,50.47,True,German_short-haired_pointer,10.52,True,Staffordshire_bullterrier,5.43,True
832397543355072512,Eevee,12/10,Unknown dog stage,2548,13126,Pekinese,98.89,True,Brabancon_griffon,0.17,True,Siamese_cat,0.11,False
832636094638288896,Orion,12/10,Unknown dog stage,3220,17379,Eskimo_dog,52.5,True,Siberian_husky,25.22,True,malamute,21.68,True
832757312314028032,Willow,13/10,Unknown dog stage,4127,18423,Cardigan,16.09,True,Staffordshire_bullterrier,15.94,True,Boston_bull,15.44,True
832998151111966721,Rhino,13/10,doggo,2522,14549,boxer,53.9,True,French_bulldog,31.76,True,bull_mastiff,9.39,True
833124694597443584,Gidget,12/10,pupper,5513,22133,Cardigan,71.05,True,kelpie,10.61,True,shopping_cart,5.55,False
833479644947025920,Poppy,13/10,Unknown dog stage,2357,16258,golden_retriever,72.7,True,cocker_spaniel,7.11,True,Tibetan_mastiff,4.87,True
833722901757046785,Bronte,13/10,Unknown dog stage,3636,22585,West_Highland_white_terrier,91.81,True,Maltese_dog,2.57,True,Lakeland_terrier,2.02,True
833826103416520705,Charlie,13/10,Unknown dog stage,3904,16728,Chihuahua,43.81,True,kelpie,14.97,True,Pembroke,9.65,True
833863086058651648,Bentley,12/10,Unknown dog stage,2729,14661,kuvasz,49.5,True,Great_Pyrenees,31.26,True,golden_retriever,14.17,True
834086379323871233,Lipton,12/10,Unknown dog stage,2512,14296,bath_towel,73.68,False,sleeping_bag,6.3,False,Labrador_retriever,4.53,True
834167344700198914,Sunshine,11/10,Unknown dog stage,4130,17194,ox,99.17,False,bison,0.53,False,water_buffalo,0.11,False
834209720923721728,Wilson,12/10,Unknown dog stage,5476,22594,golden_retriever,75.48,True,Pekinese,19.79,True,Labrador_retriever,0.87,True
834458053273591808,Chester,12/10,Unknown dog stage,1899,10512,Rhodesian_ridgeback,46.86,True,whippet,17.75,True,redbone,10.66,True
834574053763584002,None,13/10,doggo,2882,14993,toilet_tissue,26.29,False,golden_retriever,22.66,True,bathtub,7.89,False
834786237630337024,Tobi,13/10,Unknown dog stage,6159,22943,Border_terrier,15.63,True,Norwegian_elkhound,12.59,True,Boston_bull,9.66,True
834931633769889797,Tucker,12/10,Unknown dog stage,1878,11838,ice_bear,33.06,False,soft-coated_wheaten_terrier,19.65,True,Irish_terrier,7.31,True
835172783151792128,None,12/10,Unknown dog stage,6516,28552,Border_collie,66.31,True,collie,15.25,True,Cardigan,3.55,True
835264098648616962,Lola,12/10,Unknown dog stage,1939,8503,hyena,73.69,False,Chesapeake_Bay_retriever,8.75,True,meerkat,4.21,False
835297930240217089,Ash,12/10,Unknown dog stage,3381,17847,Rottweiler,34.13,True,Border_terrier,33.62,True,Gordon_setter,4.54,True
835574547218894849,Eli,11/10,Unknown dog stage,4121,19447,Staffordshire_bullterrier,61.07,True,muzzle,13.21,False,American_Staffordshire_terrier,10.95,True
836001077879255040,None,13/10,Unknown dog stage,4935,20924,Samoyed,96.36,True,white_wolf,1.98,False,malamute,0.59,True
836260088725786625,Lucy,13/10,Unknown dog stage,4850,23177,borzoi,56.47,True,ice_bear,7.83,False,Pembroke,5.79,True
836380477523124226,Ava,12/10,pupper,3337,16037,wooden_spoon,8.25,False,sliding_door,6.1,False,grand_piano,5.51,False
836677758902222849,Oliver,11/10,Unknown dog stage,2522,13782,leopard,79.74,False,jaguar,9.55,False,snow_leopard,7.97,False
836753516572119041,Meera,12/10,doggo,5237,21029,mortarboard,93.69,False,academic_gown,2.08,False,schipperke,1.16,True
836989968035819520,Mookie,12/10,Unknown dog stage,2610,13879,shopping_cart,57.24,False,shopping_basket,41.4,False,toy_poodle,0.59,True
837110210464448512,Clark,13/10,pupper,2731,17480,Siberian_husky,76.77,True,Eskimo_dog,21.71,True,malamute,1.17,True
837366284874571778,Lucy,13/10,Unknown dog stage,6005,23074,American_Staffordshire_terrier,66.01,True,Staffordshire_bullterrier,33.49,True,dalmatian,0.27,True
837471256429613056,Vincent,12/10,Unknown dog stage,2631,13967,Norwegian_elkhound,97.63,True,keeshond,1.4,True,seat_belt,0.21,False
837482249356513284,Waffles,13/10,Unknown dog stage,495,4204,birdhouse,54.12,False,can_opener,12.11,False,carton,5.61,False
837820167694528512,None,12/10,pupper,8952,37277,golden_retriever,88.76,True,Labrador_retriever,6.87,True,kuvasz,3.04,True
838083903487373313,Daisy,13/10,Unknown dog stage,3582,19183,chow,80.1,True,seat_belt,16.41,False,Pomeranian,1.8,True
838476387338051585,Stanley,13/10,Unknown dog stage,5484,24664,Great_Pyrenees,99.77,True,kuvasz,0.1,True,Newfoundland,0.04,True
838561493054533637,Walter,13/10,Unknown dog stage,1504,11892,kelpie,21.66,True,doormat,14.0,False,dalmatian,13.28,True
838921590096166913,Arlo,13/10,Unknown dog stage,2357,12183,Border_terrier,66.45,True,Brabancon_griffon,17.05,True,Yorkshire_terrier,8.78,True
839239871831150596,Odie,13/10,Unknown dog stage,7422,29684,Leonberg,92.7,True,Newfoundland,5.0,True,Saint_Bernard,1.07,True
839549326359670784,Winston,12/10,Unknown dog stage,8805,29957,swing,39.35,False,Norwich_terrier,5.25,True,Pembroke,4.99,True
839990271299457024,Sojourner,13/10,Unknown dog stage,2597,14640,Staffordshire_bullterrier,60.49,True,American_Staffordshire_terrier,31.15,True,Boston_bull,3.72,True
840268004936019968,Monty,12/10,Unknown dog stage,6497,20950,Chesapeake_Bay_retriever,86.4,True,Labrador_retriever,5.26,True,kelpie,3.26,True
840370681858686976,None,13/10,Unknown dog stage,5146,17918,teapot,98.18,False,cup,1.4,False,coffeepot,0.24,False
840632337062862849,Maddie,12/10,Unknown dog stage,1972,9761,golden_retriever,71.11,True,cocker_spaniel,15.79,True,Labrador_retriever,5.96,True
840696689258311684,None,10/10,Unknown dog stage,1116,13377,web_site,84.18,False,rule,0.71,False,envelope,0.68,False
841077006473256960,Dawn,12/10,Unknown dog stage,5991,24926,Brittany_spaniel,96.3,True,Blenheim_spaniel,1.48,True,clumber,0.96,True
841314665196081154,Max,13/10,Unknown dog stage,5312,17305,Afghan_hound,90.37,True,Saluki,3.52,True,bloodhound,2.66,True
